framework,module,file,kind,namespace,type,member,signature
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\KeyValueCollection.cs,class,RCore.Data.KeyValue,KeyValueCollection,,public class KeyValueCollection
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\KeyValueDB.cs,class,RCore.Data.KeyValue,KeyValueDB,,public static class KeyValueDB
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\KeyValueDBManager.cs,class,RCore.Data.KeyValue,KeyValueDBManager,,public class KeyValueDBManager : MonoBehaviour
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\KeyValueDBManager.cs,class,RCore.Data.KeyValue,KeyValueDBManagerEditor,,public class KeyValueDBManagerEditor : Sirenix.OdinInspector.Editor.OdinEditor
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\KeyValueDBManager.cs,class,RCore.Data.KeyValue,KeyValueDBManagerEditor,,public class KeyValueDBManagerEditor : UnityEditor.Editor
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Module\InventoryData.cs,class,RCore.Data.KeyValue,InvItemData,,public class InvItemData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Module\InventoryData.cs,class,RCore.Data.KeyValue,InventoryData,,public class InventoryData<T> : DataGroup where T : InvItemData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Module\InventoryRPGData.cs,class,RCore.Data.KeyValue,InvRPGItemData,,public class InvRPGItemData : InvItemData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Module\InventoryRPGData.cs,class,RCore.Data.KeyValue,InventoryRPGData,,public class InventoryRPGData : InventoryData<InvRPGItemData>
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\BigNumberData.cs,class,RCore.Data.KeyValue,BigNumberData,,public class BigNumberData : DataGroup
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\BoolData.cs,class,RCore.Data.KeyValue,BoolData,,public class BoolData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\DataGroup.cs,class,RCore.Data.KeyValue,DataGroup,,public class DataGroup : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\DateTimeData.cs,class,RCore.Data.KeyValue,DateTimeData,,public class DateTimeData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\FloatData.cs,class,RCore.Data.KeyValue,FloatData,,public class FloatData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\FunData.cs,class,RCore.Data.KeyValue,FunData,,public abstract class FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\IntegerData.cs,class,RCore.Data.KeyValue,IntegerData,,public class IntegerData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\ListData.cs,class,RCore.Data.KeyValue,ListData,,public class ListData<T> : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\LongData.cs,class,RCore.Data.KeyValue,LongData,,public class LongData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\ObjectData.cs,class,RCore.Data.KeyValue,ObjectData,,public class ObjectData<T> : FunData where T : IComparable<T>
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\StringData.cs,class,RCore.Data.KeyValue,StringData,,public class StringData : FunData
RCore,Data/KeyValueDB,Assets\RCore\Main\Runtime\Data\KeyValueDB\Type\TimedTaskData.cs,class,RCore.Data.KeyValue,TimedTaskData,,public class TimedTaskData : DataGroup
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Attribute.cs,class,RCore.RPGBase,AttributesCollection,,public class AttributesCollection<T> where T : Attribute
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Attribute.cs,class,RCore.RPGBase,Attribute,,public class Attribute
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Attribute.cs,class,RCore.RPGBase,AttributeParseExtenstion,,public static class AttributeParseExtenstion
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Mod.cs,class,RCore.RPGBase,Mod,,public class Mod : IComparable<Mod>
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Mod.cs,class,RCore.RPGBase,TimedMod,,public class TimedMod : Mod
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Mod.cs,class,RCore.RPGBase,LinkedMod,,public class LinkedMod : Mod
RCore,Data/RPGBase,Assets\RCore\Main\Runtime\Data\RPGBase\Mod.cs,class,RCore.RPGBase,ModsContainer,,public class ModsContainer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\AutoFillAttribute.cs,class,RCore.Inspector,AutoFillAttribute,,public class AutoFillAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\AutoFillAttribute.cs,class,RCore.Inspector,AutoFillDrawer,,public class AutoFillDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\CommentAttribute.cs,class,RCore.Inspector,CommentAttribute,,public class CommentAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\CommentAttribute.cs,class,RCore.Inspector,CommentDecoratorDrawer,,public class CommentDecoratorDrawer : DecoratorDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\CreateScriptableObjectAttribute.cs,class,RCore.Inspector,CreateScriptableObjectAttribute,,public class CreateScriptableObjectAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\CreateScriptableObjectAttribute.cs,class,RCore.Inspector,CreateScriptableObjectDrawer,,public class CreateScriptableObjectDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\DisplayEnumAttribute.cs,class,RCore.Inspector,DisplayEnumAttribute,,public class DisplayEnumAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\DisplayEnumAttribute.cs,class,RCore.Inspector,DisplayEnumDrawer,,public class DisplayEnumDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ExposeScriptableObjectAttribute.cs,class,RCore.Inspector,ExposeScriptableObjectAttribute,,public class ExposeScriptableObjectAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ExposeScriptableObjectAttribute.cs,class,RCore.Inspector,ExposeScriptableObjectDrawer,,public class ExposeScriptableObjectDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\FolderPathAttribute.cs,class,RCore.Inspector,FolderPathAttribute,,public class FolderPathAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\FolderPathAttribute.cs,class,RCore.Inspector,FolderPathPropertyDrawer,,public class FolderPathPropertyDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\HighlightAttribute.cs,class,RCore.Inspector,HighlightAttribute,,public class HighlightAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\HighlightAttribute.cs,class,RCore.Inspector,HighlightPropertyDrawer,,public class HighlightPropertyDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\InspectorButtonAttribute.cs,class,RCore.Inspector,InspectorButtonAttribute,,public class InspectorButtonAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\InspectorButtonAttribute.cs,class,RCore.Inspector,InspectorButton,,public class InspectorButton : UnityEditor.Editor
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ReadOnlyAttribute.cs,class,RCore.Inspector,ReadOnlyAttribute,,public class ReadOnlyAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ReadOnlyAttribute.cs,class,RCore.Inspector,ReadOnlyPropertyDrawer,,public class ReadOnlyPropertyDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SeparatorAttribute.cs,class,RCore.Inspector,SeparatorAttribute,,public class SeparatorAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SeparatorAttribute.cs,class,RCore.Inspector,SeparatorDecoratorDrawer,,public class SeparatorDecoratorDrawer : DecoratorDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ShowIfAttribute.cs,class,RCore.Inspector,ShowIfAttribute,,public class ShowIfAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\ShowIfAttribute.cs,class,RCore.Inspector,ShowIfDrawer,,public class ShowIfDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SingleLayerAttribute.cs,class,RCore.Inspector,SingleLayerAttribute,,public class SingleLayerAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SingleLayerAttribute.cs,class,RCore.Inspector,SingleLayerPropertyDrawer,,public class SingleLayerPropertyDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SpriteBoxAttribute.cs,class,RCore.Inspector,SpriteBoxAttribute,,public class SpriteBoxAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\SpriteBoxAttribute.cs,class,RCore.Inspector,SpriteBoxDrawer,,public class SpriteBoxDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\TagSelectorAttribute.cs,class,RCore.Inspector,TagSelectorAttribute,,public class TagSelectorAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\TagSelectorAttribute.cs,class,RCore.Inspector,TagSelectorPropertyDrawer,,public class TagSelectorPropertyDrawer : PropertyDrawer
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\TimeStampAttribute.cs,class,RCore.Inspector,TimeStampAttribute,,public class TimeStampAttribute : PropertyAttribute
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\TMPFontMaterialsAttribute.cs,class,RCore.Inspector,TMPFontMaterialsAttribute,,public class TMPFontMaterialsAttribute : PropertyAttribute { }
RCore,Inspector,Assets\RCore\Main\Runtime\Inspector\TMPFontMaterialsAttribute.cs,class,RCore.Inspector,TMPFontMaterialsDrawer,,public class TMPFontMaterialsDrawer : PropertyDrawer
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\RNative.cs,class,RCore,RNative,,public static class RNative
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,enum,SimpleJSON,JSONNodeType,,public enum JSONNodeType
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,enum,SimpleJSON,JSONTextMode,,public enum JSONTextMode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONNodeExt,,public static class JSONNodeExt
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONNode,,public abstract partial class JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,struct,SimpleJSON,Enumerator,,public struct Enumerator
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,struct,SimpleJSON,ValueEnumerator,,public struct ValueEnumerator
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,struct,SimpleJSON,KeyEnumerator,,public struct KeyEnumerator
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,LinqEnumerator,,"public class LinqEnumerator : IEnumerator<KeyValuePair<string, JSONNode>>, IEnumerable<KeyValuePair<string, JSONNode>>"
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONArray,,public partial class JSONArray : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONObject,,public partial class JSONObject : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONString,,public partial class JSONString : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONNumber,,public partial class JSONNumber : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONBool,,public partial class JSONBool : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONNull,,public partial class JSONNull : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSONLazyCreator,,public partial class JSONLazyCreator : JSONNode
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\SimpleJson.cs,class,SimpleJSON,JSON,,public static class JSON
RCore,Plugins,Assets\RCore\Main\Runtime\Plugins\UniClipboard.cs,class,,UniClipboard,,public class UniClipboard
RCore,UI/Button,Assets\RCore\Main\Runtime\UI\Button\JustButton.cs,class,RCore.UI,JustButton,,public class JustButton : Button
RCore,UI/Button,Assets\RCore\Main\Runtime\UI\Button\JustButton.cs,class,RCore.UI,JustButtonEditor,,public class JustButtonEditor : ButtonEditor
RCore,UI/Button,Assets\RCore\Main\Runtime\UI\Button\SimpleButton.cs,class,RCore.UI,SimpleButton,,public class SimpleButton : JustButton
RCore,UI/Button,Assets\RCore\Main\Runtime\UI\Button\SimpleButton.cs,class,RCore.UI,SimpleButtonEditor,,public class SimpleButtonEditor : JustButtonEditor
RCore,UI/Button,Assets\RCore\Main\Runtime\UI\Button\SimpleTMPButton.cs,class,RCore.UI,SimpleTMPButton,,public class SimpleTMPButton : JustButton
RCore,UI,Assets\RCore\Main\Runtime\UI\HoledLayerMask.cs,class,RCore.UI,HoledLayerMask,,public class HoledLayerMask : MonoBehaviour
RCore,UI,Assets\RCore\Main\Runtime\UI\HoledLayerMask.cs,class,RCore.UI,HoledLayerMaskEditor,,public class HoledLayerMaskEditor : UnityEditor.Editor
RCore,UI/HomePage,Assets\RCore\Main\Runtime\UI\HomePage\HorizontalSnapScrollView.cs,class,RCore.UI,HorizontalSnapScrollView,,"public class HorizontalSnapScrollView : MonoBehaviour, IBeginDragHandler, IEndDragHandler, IDragHandler"
RCore,UI/HomePage,Assets\RCore\Main\Runtime\UI\HomePage\SnapScrollItem.cs,class,RCore.UI,SnapScrollItem,,public abstract class SnapScrollItem : MonoBehaviour
RCore,UI,Assets\RCore\Main\Runtime\UI\IgnoreScreenSafe.cs,class,RCore.UI,IgnoreScreenSafe,,public class IgnoreScreenSafe : MonoBehaviour
RCore,UI,Assets\RCore\Main\Runtime\UI\ImageWithText.cs,class,RCore.UI,ImageWithText,,public class ImageWithText : MonoBehaviour
RCore,UI,Assets\RCore\Main\Runtime\UI\ImageWithTextTMP.cs,class,RCore.UI,ImageWithTextTMP,,public class ImageWithTextTMP : MonoBehaviour
RCore,UI/Joystick,Assets\RCore\Main\Runtime\UI\Joystick\Joystick.cs,class,RCore.UI,Joystick,,"public class Joystick : MonoBehaviour, IBeginDragHandler, IDragHandler, IEndDragHandler"
RCore,UI/Joystick,Assets\RCore\Main\Runtime\UI\Joystick\JoystickArea.cs,class,RCore.UI,JoystickArea,,"public class JoystickArea : MonoBehaviour, IPointerDownHandler, IPointerUpHandler, IBeginDragHandler, IDragHandler, IEndDragHandler"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\HorizontalAlignment.cs,class,RCore,HorizontalAlignment,,"public class HorizontalAlignment : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\HorizontalAlignment.cs,enum,RCore,Alignment,,public enum Alignment
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\HorizontalAlignmentUI.cs,class,RCore.UI,HorizontalAlignmentUI,,"public class HorizontalAlignmentUI : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\HorizontalAlignmentUI.cs,enum,RCore.UI,Alignment,,public enum Alignment
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\IAligned.cs,interface,RCore.UI,IAligned,,public interface IAligned
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignment.cs,class,RCore,TableAlignment,,"public class TableAlignment : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignment.cs,enum,RCore,TableLayoutType,,public enum TableLayoutType
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignment.cs,enum,RCore,Alignment,,public enum Alignment
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignmentUI.cs,class,RCore.UI,TableAlignmentUI,,"public class TableAlignmentUI : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignmentUI.cs,enum,RCore.UI,TableLayoutType,,public enum TableLayoutType
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignmentUI.cs,enum,RCore.UI,AlignmentVertical,,public enum AlignmentVertical
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\TableAlignmentUI.cs,enum,RCore.UI,AlignmentHorizontal,,public enum AlignmentHorizontal
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\VerticalAlignment.cs,class,RCore,VerticalAlignment,,"public class VerticalAlignment : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\VerticalAlignment.cs,enum,RCore,Alignment,,public enum Alignment
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\VerticalAlignmentUI.cs,class,RCore.UI,VerticalAlignmentUI,,"public class VerticalAlignmentUI : MonoBehaviour, IAligned"
RCore,UI/Layout,Assets\RCore\Main\Runtime\UI\Layout\VerticalAlignmentUI.cs,enum,RCore.UI,Alignment,,public enum Alignment
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelController.cs,class,RCore.UI,PanelController,,public class PanelController : PanelStack
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelController.cs,class,RCore.UI,PanelControllerEditor,,public class PanelControllerEditor : PanelStackEditor
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelRoot.cs,class,RCore.UI,PanelRoot,,public abstract class PanelRoot : PanelStack
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelRoot.cs,class,RCore.UI,PanelRootEditor,,public class PanelRootEditor : PanelStackEditor { }
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelStack.cs,class,RCore.UI,PanelStack,,public abstract class PanelStack : MonoBehaviour
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelStack.cs,enum,RCore.UI,PushMode,,public enum PushMode
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelStack.cs,class,RCore.UI,PanelStackEditor,,public class PanelStackEditor : Sirenix.OdinInspector.Editor.OdinEditor
RCore,UI/PanelStack,Assets\RCore\Main\Runtime\UI\PanelStack\PanelStack.cs,class,RCore.UI,PanelStackEditor,,public class PanelStackEditor : UnityEditor.Editor
RCore,UI,Assets\RCore\Main\Runtime\UI\ProgressBar.cs,class,RCore.UI,ProgressBar,,public class ProgressBar : MonoBehaviour
RCore,UI,Assets\RCore\Main\Runtime\UI\ProgressBar.cs,enum,RCore.UI,FillDirection,,public enum FillDirection
RCore,UI,Assets\RCore\Main\Runtime\UI\ProgressBar.cs,class,RCore.UI,ProgressBarEditor,,public class ProgressBarEditor : Sirenix.OdinInspector.Editor.OdinEditor
RCore,UI,Assets\RCore\Main\Runtime\UI\ProgressBar.cs,class,RCore.UI,ProgressBarEditor,,public class ProgressBarEditor : UnityEditor.Editor
RCore,UI,Assets\RCore\Main\Runtime\UI\ScreenSafeArea.cs,class,RCore.UI,ScreenSafeArea,,public class ScreenSafeArea : MonoBehaviour
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedHorizontalScrollView.cs,class,RCore.UI,OptimizedHorizontalScrollView,,public class OptimizedHorizontalScrollView : MonoBehaviour
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedHorizontalScrollView.cs,class,RCore.UI,OptimizedHorizontalScrollViewEditor,,public class OptimizedHorizontalScrollViewEditor : Sirenix.OdinInspector.Editor.OdinEditor
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedHorizontalScrollView.cs,class,RCore.UI,OptimizedHorizontalScrollViewEditor,,public class OptimizedHorizontalScrollViewEditor : UnityEditor.Editor
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedScrollItem.cs,class,RCore.UI,OptimizedScrollItem,,public abstract class OptimizedScrollItem : MonoBehaviour
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedScrollItemTest.cs,class,RCore.UI,OptimizedScrollItemTest,,public class OptimizedScrollItemTest : OptimizedScrollItem
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedScrollView.cs,enum,RCore.UI,ScrollDirection,,public enum ScrollDirection
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedScrollView.cs,class,RCore.UI,OptimizedScrollView,,public class OptimizedScrollView : MonoBehaviour
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\OptimizedVerticalScrollView.cs,class,RCore.UI,OptimizedVerticalScrollView,,public class OptimizedVerticalScrollView : MonoBehaviour
RCore,UI/Scrollview,Assets\RCore\Main\Runtime\UI\Scrollview\ScrollRectEx.cs,class,RCore.UI,ScrollRectEx,,public class ScrollRectEx : ScrollRect
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\CustomToggleGroup.cs,class,RCore.UI,CustomToggleGroup,,public class CustomToggleGroup : ToggleGroup
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,JustToggle,,public class JustToggle : Toggle
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,SizeTransition,,public class SizeTransition
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,PositionTransition,,public class PositionTransition
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,ColorTransition,,public class ColorTransition
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,SpriteTransition,,public class SpriteTransition
RCore,UI/Toggle,Assets\RCore\Main\Runtime\UI\Toggle\JustToggle.cs,class,RCore.UI,CustomToggleTabEditor,,public class CustomToggleTabEditor : UnityEditor.UI.ToggleEditor
RCore,UI,Assets\RCore\Main\Runtime\UI\UICircleArranger.cs,interface,RCore.UI,ITweenItem,,public interface ITweenItem
RCore,UI,Assets\RCore\Main\Runtime\UI\UICircleArranger.cs,class,RCore.UI,UICircleArranger,,public class UICircleArranger : MonoBehaviour
RCore,Services/Ads,Assets\RCore\Services\Ads\AdmobProvider.cs,class,RCore.Service,AdMobProvider,,public class AdMobProvider : IAdProvider
RCore,Services/Ads,Assets\RCore\Services\Ads\ApplovinProvider.cs,class,RCore.Service,ApplovinProvider,,public class ApplovinProvider : IAdProvider
RCore,Services/Ads,Assets\RCore\Services\Ads\IAdProvider.cs,interface,RCore.Service,IAdProvider,,public interface IAdProvider
RCore,Services/Ads,Assets\RCore\Services\Ads\IAdProvider.cs,interface,RCore.Service,IRewardedAdListener,,public interface IRewardedAdListener
RCore,Services/Ads,Assets\RCore\Services\Ads\IAdProvider.cs,interface,RCore.Service,IInterstitialAdListener,,public interface IInterstitialAdListener
RCore,Services/Ads,Assets\RCore\Services\Ads\IAdProvider.cs,interface,RCore.Service,IBannerAdListener,,public interface IBannerAdListener
RCore,Services/Ads,Assets\RCore\Services\Ads\IronSourceProvider.cs,class,RCore.Service,IronSourceProvider,,public class IronSourceProvider : MonoBehaviour
RCore,Services/Firebase,Assets\RCore\Services\Firebase\ABConfigPropertyDrawer.cs,class,RCore.Service,ABConfigPropertyDrawer,,public class ABConfigPropertyDrawer : PropertyDrawer
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebase.cs,class,RCore.Service,RFirebase,,public static class RFirebase
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseAnalytics.cs,class,RCore.Service,RFirebaseAnalytics,,public static class RFirebaseAnalytics
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseAnalytics.cs,class,RCore.Service,AnalyticEvent,,public class AnalyticEvent
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseAuth.cs,class,RCore.Service,RFirebaseAuth,,public static class RFirebaseAuth
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseCrashlytcis.cs,class,RCore.Service,RFirebaseCrashlytics,,public static class RFirebaseCrashlytics
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseDatabase.cs,class,RCore.Service,RDatabaseReference,,public class RDatabaseReference
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseDatabase.cs,class,RCore.Service,RFirebaseDatabase,,public static class RFirebaseDatabase
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,PlayerIdentityDoc,,public class PlayerIdentityDoc
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,PlayerDataDoc,,public class PlayerDataDoc
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,RFirebaseFirestore,,public static class RFirebaseFirestore
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,PlayerIdentityDoc,,public class PlayerIdentityDoc
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,PlayerDataDoc,,public class PlayerDataDoc
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseFirestore.cs,class,RCore.Service,RFirebaseFirestore,,public static class RFirebaseFirestore
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseRemote.cs,interface,RCore.Service,IRemoteConfig,,public interface IRemoteConfig
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseRemote.cs,class,RCore.Service,RFirebaseRemote,,public static class RFirebaseRemote
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseRemote.cs,class,RCore.Service,ABConfig,,public class ABConfig<T>
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseStorage.cs,class,RCore.Service,WaitForTaskStorage,,public class WaitForTaskStorage : CustomYieldInstruction
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseStorage.cs,class,RCore.Service,SavedFileDefinition,,public class SavedFileDefinition
RCore,Services/Firebase,Assets\RCore\Services\Firebase\RFirebaseStorage.cs,class,RCore.Service,RFirebaseStorage,,public static class RFirebaseStorage
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.CloudSave.cs,class,RCore.Service,GameServices,,public static partial class GameServices
